lead_id,store_name,lead_channel_label,google_maps_category,instagram_handle,followers,items_listed,sell_through_rate,website,email,phone,owner_name,address,city,neighbourhood,country,lat,lng,est_monthly_spend_gbp,lead_source,last_contact_date,last_purchase_date,stage_raw,stage_clean,pipeline_status,notes,source_lead_ids,n_records_merged,store_type,store_type_confidence,_confirmed_non_uk,_unverified_location,store_category,qualifies,qualification_reason,contactability_score,data_quality_flag,ELIGIBLE,OUTREACH_TYPE,RECOMMENDED_FOLLOW_UP_DATE,SUGGESTED_MESSAGE,MESSAGE_LOGIC,PERSONALISATION_ANGLE
L1181,archivedrip82,unknown,unknown,@archivedrip82,61477.0,1259.0,0.32,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1998,Depop scrape,never,never,New,New Lead,Prospect,"IG shop, DMs open",L1181,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed running your shop straight through Instagram DMs. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from notes: running your shop straight through Instagram DMs. No prior contact on record - treated as first outreach.,running your shop straight through Instagram DMs
L1037,Static Racks,shop,Vintage boutique,@staticracks,8093.0,,,unknown,info@staticracks.com,+447675869261,Ines Dubois,105 Mill Lane,London,"Peckham, London",UK,51.46279,-0.07211,1420,Inbound,2026-03-10,never,trial pending,Trial Pending,Opportunity,"Curated vintage womenswear, Levi's & band tees | Keen but wants to see the app before committing.",L1037,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage boutique' is a specific vintage/resale-clothing category - qualifies.,4,Missing Website,True,Re-Engagement,,"Hi Ines, it's been a little while, so wanted to check back in given your curated womenswear built around Levi's and band tees. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Makes sense to see it in action first - I can walk you through the app directly rather than describe it. Worth a quick chat to see where things stand?","Stage identified as Trial Pending (Re-Engagement). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 128 day(s) ago - timing supports a follow-up now.",your curated womenswear built around Levi's and band tees
L1045,Faded Denim,physical,Vintage clothing store,unknown,,,,https://fadeddenim.co.uk,info@fadeddenim.com,+447136968164,unknown,87 Union St,London,"Dalston, London",UK,51.54199,-0.08296,902,Google Maps scrape,2026-05-04,never,trial pending,Trial Pending,Opportunity,"Vintage streetwear — Nike, Adidas, Ralph",L1045,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage clothing store' is a specific vintage/resale-clothing category - qualifies.,4,Missing Instagram,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your streetwear edit built around Nike, Adidas and Ralph Lauren. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?","Stage identified as Trial Pending (Re-Engagement). Personalisation drawn from notes: your streetwear edit built around Nike, Adidas and Ralph Lauren. Last contacted 73 day(s) ago - timing supports a follow-up now.","your streetwear edit built around Nike, Adidas and Ralph Lauren"
L1018,Analog Loft,shop,Used clothing store,unknown,,,,https://analogloft.com,info@analogloft.com,+447623166587,Chloe Okafor,53 Broadway,London,"Brick Lane, London",UK,51.51835,-0.06502,4029,Google Maps scrape,2026-06-21,never,meeting set,Meeting Booked,Opportunity,Retro football shirts & vintage sportswear,L1018,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,4,Missing Instagram; Possible Duplicate - Unverified,True,Re-Engagement,,"Hi Chloe, it's been a little while, so wanted to check back in given your retro football shirt and vintage sportswear range. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Meeting Booked (Re-Engagement). Personalisation drawn from notes: your retro football shirt and vintage sportswear range. Last contacted 25 day(s) ago - timing supports a follow-up now.,your retro football shirt and vintage sportswear range
L1098,Attic Rail,store,Vintage & retro fashion,@atticrail,19616.0,,,https://atticrail.shop,info@atticrail.com,unknown,unknown,112 Union St,Glasgow,Glasgow,UK,55.85359,-4.26173,1920,Referral,2026-04-11,never,CONTACTED,Contacted,Contacted,"Reworked vintage and archive designer pieces | Left a voicemail, no callback yet.",L1098,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage & retro fashion' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your reworked and archive designer pieces. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. No worries on the missed callback - happy to try again whenever suits. Worth a quick chat to see where things stand?","Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your reworked and archive designer pieces. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 96 day(s) ago - timing supports a follow-up now.",your reworked and archive designer pieces
L1105,Foundry Archive,physical,Vintage boutique,@foundryarchive,27032.0,,,https://foundryarchive.com,info@foundryarchive.com,+33672151070,unknown,44 Broadway,Paris,"Le Marais, Paris",France,48.86672,2.35748,6501,Market visit,2026-06-22,2025-12-15,churned,Churned,Churned,"Curated vintage womenswear, Levi's & band tees |",L1105,1,Physical Store,High,True,False,Vintage Store,True,Category 'Vintage boutique' is a specific vintage/resale-clothing category - qualifies.,5,Non-UK,True,Churned-Win-Back,,"English: Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given the Levi's and band-tee-led womenswear edit you're known for, I understand if the timing wasn't right before. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?

Translated (French): Bonjour, cela fait un moment que nous n'avons pas travaillé ensemble, je voulais donc vous recontacter honnêtement plutôt que de faire comme si rien n'avait changé. Étant donné votre sélection femme reconnue autour de Levi's et de t-shirts de groupes de musique, je comprends que le moment n'était peut-être pas idéal auparavant. Cela vaudrait-il la peine d'échanger, sans pression, sur ce qui a changé de notre côté, au cas où cela redeviendrait pertinent ?",Stage identified as Churned (Churned-Win-Back). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. Last contacted 24 day(s) ago - timing supports a follow-up now.,your curated womenswear built around Levi's and band tees
L1001,Faded & Sons,unknown,Consignment store,@fadedandsons,1269.0,,,https://fadedandsons.co.uk,info@fadedandsons.com,+447379402654,Sofia Klein,87 Market St,London,"Shoreditch, London",UK,51.51423,-0.08168,4064,Referral,2026-04-21,never,quote sent,Quote Sent,Opportunity,"Vintage workwear, military surplus, carhartt",L1001,1,Physical Store,High,False,False,Consignment Store,True,Category 'Consignment store' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Re-Engagement,,"Hi Sofia, it's been a little while, so wanted to check back in given your workwear and military surplus range, including Carhartt. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?","Stage identified as Quote Sent (Re-Engagement). Personalisation drawn from notes: your workwear and military surplus range, including Carhartt. Last contacted 86 day(s) ago - timing supports a follow-up now.","your workwear and military surplus range, including Carhartt"
L1002,Second & Sons,store,Retro clothing shop,@secondandsons,2679.0,,,https://secondandsons.com,info@secondandsons.com,+447316475255,unknown,54 Mill Lane,London,"Shoreditch, London",UK,51.52884,-0.06759,6770,BDR,2026-06-26,2026-01-14,dormant,Dormant,Churned,"Curated vintage womenswear, Levi's & band tees |",L1002,1,Physical Store,High,False,False,Vintage Store,True,Category 'Retro clothing shop' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given the Levi's and band-tee-led womenswear edit you're known for, I understand if the timing wasn't right before. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?",Stage identified as Dormant (Churned-Win-Back). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. Last contacted 20 day(s) ago - timing supports a follow-up now.,your curated womenswear built around Levi's and band tees
L1020,Cedar Exchange,store,Vintage boutique,@cedarexchange,24944.0,,,unknown,info@cedarexchange.com,unknown,Marco Green,18 High St,London,"Brick Lane, London",UK,51.5271,-0.06071,5229,Referral,2026-04-23,never,1st touch sent,Contacted,Contacted,Retro football shirts & vintage sportswear | Owner mentioned they already buy from a Pakistan supplier.,L1020,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage boutique' is a specific vintage/resale-clothing category - qualifies.,3,Missing Website,True,Re-Engagement,,"Hi Marco, it's been a little while, so wanted to check back in given your retro football shirt and vintage sportswear range. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Not looking to replace that relationship - more to see if we're useful alongside it for specific gaps. Worth a quick chat to see where things stand?","Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your retro football shirt and vintage sportswear range. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 84 day(s) ago - timing supports a follow-up now.",your retro football shirt and vintage sportswear range
L1152,stockfinds96,depop,unknown,@stockfinds96,3282.0,209.0,0.09,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,2079,Depop scrape,2026-06-25,never,Negotiating,Negotiating,Opportunity,"IG shop, DMs open",L1152,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given running your shop straight through Instagram DMs. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Negotiating (Re-Engagement). Personalisation drawn from notes: running your shop straight through Instagram DMs. Last contacted 21 day(s) ago - timing supports a follow-up now.,running your shop straight through Instagram DMs
L1140,stockroom69,unknown,unknown,@stockroom69,7777.0,81.0,0.29,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,2224,Depop scrape,never,never,not contacted,New Lead,Prospect,"Whatnot seller, live sales",L1140,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed your live-sale format on Whatnot. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from notes: your live-sale format on Whatnot. No prior contact on record - treated as first outreach.,your live-sale format on Whatnot
L1023,Faded Finds,physical,Consignment store,unknown,,,,https://fadedfinds.com,unknown,+447678377701,Grace Diallo,104 Union St,London,"Brick Lane, London",UK,51.51635,-0.06954,1559,Inbound,never,never,NEW,New Lead,Prospect,"Reworked vintage and archive designer pieces | Met at a market, said to drop by the shop.",L1023,1,Physical Store,High,False,False,Consignment Store,True,Category 'Consignment store' is a specific vintage/resale-clothing category - qualifies.,3,Missing Instagram,True,Cold,,"Hi Grace, I came across your shop and noticed your reworked and archive designer pieces. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Good to put a name to the shop after meeting at the market - still keen to swing by. Would it be useful to see what's currently available that fits what you stock?","Stage identified as New Lead (Cold). Personalisation drawn from notes: your reworked and archive designer pieces. Notes flagged a specific objection/context, addressed directly rather than ignored. No prior contact on record - treated as first outreach.",your reworked and archive designer pieces
L1157,archiveco79,unknown,unknown,@archiveco79,56653.0,141.0,0.59,unknown,archiveco79@gmail.com,unknown,unknown,unknown,unknown,unknown,unknown,,,1417,Depop scrape,2026-04-22,2026-05-28,closed - won,Closed Won,Customer,"IG shop, DMs open",L1157,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,3,Missing Website; Unverified Location,True,Customer Check-In,,"Hi there, wanted to check in properly rather than send a generic update, given the DM-led way you run sales. Keen to hear how things have been going and whether there's anything new worth exploring together. Any gaps in what you're sourcing at the moment, or new ranges you're thinking about?",Stage identified as Closed Won (Customer Check-In). Personalisation drawn from notes: running your shop straight through Instagram DMs. Last contacted 85 day(s) ago - timing supports a follow-up now.,running your shop straight through Instagram DMs
L1124,Attic Garments,physical,Consignment store,@atticgarments,6644.0,,,https://atticgarments.shop,info@atticgarments.com,+33603354216,Karim Cole,79 Church Rd,New York,"Williamsburg, New York",USA,40.70457,-73.9709,5294,Market visit,never,never,new - inbound,Inbound,Prospect,Hand-picked vintage from the 60s to the 90s,L1124,1,Physical Store,High,True,False,Consignment Store,True,Category 'Consignment store' is a specific vintage/resale-clothing category - qualifies.,5,Non-UK,True,Inbound,,"Hi Karim, thanks for getting in touch - I had a look at your hand-picked edit spanning the 60s through the 90s before writing back. Fleek connects shops like yours with inventory from trusted suppliers, so given the decades-spanning edit you've hand-picked, it seemed worth a proper reply rather than a generic one. What's the main gap in sourcing right now - more volume, more variety, or something specific you're struggling to find?",Stage identified as Inbound (Inbound). Personalisation drawn from notes: your hand-picked edit spanning the 60s through the 90s. No prior contact on record - treated as first outreach.,your hand-picked edit spanning the 60s through the 90s
L1158,studiofinds26,depop,unknown,@studiofinds26,9202.0,1372.0,0.2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,200,Depop scrape,2026-06-19,never,trial pending,Trial Pending,Opportunity,unknown,L1158,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given selling through Depop. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Trial Pending (Re-Engagement). Personalisation drawn from channel (notes unavailable): selling through Depop. Last contacted 27 day(s) ago - timing supports a follow-up now.,selling through Depop
L1189,retroco74,IG,unknown,@retroco74,16191.0,525.0,0.6,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1337,Whatnot,never,never,new lead,New Lead,Prospect,"Whatnot seller, live sales",L1189,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Whatnot) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed your live-sale format on Whatnot. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from notes: your live-sale format on Whatnot. No prior contact on record - treated as first outreach.,your live-sale format on Whatnot
L1112,Time Warp Exchange,physical,Vintage boutique,@timewarpexchange,16218.0,,,https://timewarpexchange.co.uk,info@timewarpexchan.com,unknown,Theo Nowak,156 Broadway,Berlin,"Kreuzberg, Berlin",Germany,52.49077,13.39343,588,Market visit,never,never,New,New Lead,Prospect,Hand-picked vintage from the 60s to the 90s | Keen but wants to see the app before committing.,L1112,1,Physical Store,High,True,False,Vintage Store,True,Category 'Vintage boutique' is a specific vintage/resale-clothing category - qualifies.,4,Non-UK,True,Cold,,"English: Hi Theo, I came across your shop and noticed your hand-picked edit spanning the 60s through the 90s. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Makes sense to see it in action first - I can walk you through the app directly rather than describe it. Would it be useful to see what's currently available that fits what you stock?

Translated (German): Hallo Theo, ich bin auf Ihr Geschäft gestoßen und habe Ihre handverlesene Auswahl von den 60ern bis zu den 90ern bemerkt. Ich arbeite mit Fleek, einem Großhandelsmarktplatz, der Einzelhändler und Wiederverkäufer mit vertrauenswürdigen Lieferanten und Marken verbindet. Die App vorher zu sehen, ist absolut nachvollziehbar - ich zeige sie Ihnen gerne direkt, statt sie nur zu beschreiben. Wäre es interessant zu sehen, was aktuell verfügbar ist und zu Ihrem Sortiment passt?","Stage identified as New Lead (Cold). Personalisation drawn from notes: your hand-picked edit spanning the 60s through the 90s. Notes flagged a specific objection/context, addressed directly rather than ignored. No prior contact on record - treated as first outreach.",your hand-picked edit spanning the 60s through the 90s
L1117,Attic Room,shop,Consignment store,@atticroom,16509.0,,,https://atticroom.com,unknown,+33647546913,unknown,114 Union St,Amsterdam,Amsterdam,Netherlands,52.37752,4.90187,2547,Inbound,2026-03-14,never,In conversation,In Conversation,Engaged,"Vintage streetwear — Nike, Adidas, Ralph | Met at a market, said to drop by the shop.",L1117,1,Physical Store,High,True,False,Consignment Store,True,Category 'Consignment store' is a specific vintage/resale-clothing category - qualifies.,4,Non-UK,False,No Action,,,"Stage 'In Conversation' is on the do-not-message list - no message drafted, no assumptions made about prior conversation content.",
L1046,Loop Apparel,unknown,Used clothing store,@loopapparel,21879.0,,,https://loopapparel.co.uk,info@loopapparel.com,+447997995527,Tom Meyer,114 Mill Lane,London,"Dalston, London",UK,51.55311,-0.07281,1787,Inbound,2026-06-22,never,negotiating,Negotiating,Opportunity,"Vintage streetwear — Nike, Adidas, Ralph | Heard of Fleek, thinks it's 'for small resellers'.",L1046,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Re-Engagement,,"Hi Tom, it's been a little while, so wanted to check back in given your streetwear edit built around Nike, Adidas and Ralph Lauren. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick correction on that: we work with shops at a range of sizes, not just small resellers - happy to show you what that actually looks like. Worth a quick chat to see where things stand?","Stage identified as Negotiating (Re-Engagement). Personalisation drawn from notes: your streetwear edit built around Nike, Adidas and Ralph Lauren. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 24 day(s) ago - timing supports a follow-up now.","your streetwear edit built around Nike, Adidas and Ralph Lauren"
L1035,Attic Wardrobe,physical,Vintage clothing store,@atticwardrobe,8612.0,,,https://atticwardrobe.shop,unknown,+447047095214,unknown,84 Broadway,London,"Camden, London",UK,51.53122,-0.15143,5639,Inbound,2026-04-06,never,lost,Closed Lost,Lost,80s/90s denim & sportswear specialist,L1035,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage clothing store' is a specific vintage/resale-clothing category - qualifies.,4,None,False,No Action,,,"Stage 'Closed Lost' is on the do-not-message list - no message drafted, no assumptions made about prior conversation content.",
L1154,grailfinds46,depop,unknown,@grailfinds46,40551.0,207.0,0.23,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,413,Vinted scrape,2026-05-06,2025-11-24,Churned,Churned,Churned,"Fast seller, good margins",L1154,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Vinted scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given the fast sell-through you've been getting, I understand if the timing wasn't right before. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?",Stage identified as Churned (Churned-Win-Back). Personalisation drawn from notes: how quickly your stock turns over. Last contacted 71 day(s) ago - timing supports a follow-up now.,how quickly your stock turns over
L1180,eraroom21,depop,unknown,@eraroom21,53284.0,1157.0,0.44,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1057,Depop scrape,never,never,new - inbound,Inbound,Prospect,unknown,L1180,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Inbound,,"Hi there, thanks for getting in touch - I had a look at selling through Depop before writing back. Fleek connects shops like yours with inventory from trusted suppliers, so given your Depop shop, it seemed worth a proper reply rather than a generic one. What's the main gap in sourcing right now - more volume, more variety, or something specific you're struggling to find?",Stage identified as Inbound (Inbound). Personalisation drawn from channel (notes unavailable): selling through Depop. No prior contact on record - treated as first outreach.,selling through Depop
L1192,depoprail23,unknown,unknown,@depoprail23,21486.0,47.0,0.05,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,422,Depop scrape,2026-04-06,never,Contacted,Contacted,Contacted,"Fast seller, good margins",L1192,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given how quickly your stock turns over. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: how quickly your stock turns over. Last contacted 101 day(s) ago - timing supports a follow-up now.,how quickly your stock turns over
L1139,stockpicks87,depop,unknown,@stockpicks87,47353.0,266.0,0.53,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,783,Instagram,never,never,new lead,New Lead,Prospect,unknown,L1139,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Instagram) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed running sales through Instagram. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from channel (notes unavailable): running sales through Instagram. No prior contact on record - treated as first outreach.,running sales through Instagram
L1171,reworkeddrip77,depop,unknown,@reworkeddrip77,62879.0,205.0,0.18,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,200,Vinted scrape,2026-05-01,2026-01-08,Churned,Churned,Churned,unknown,L1171,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Vinted scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given your Vinted shop, I understand if the timing wasn't right before. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?",Stage identified as Churned (Churned-Win-Back). Personalisation drawn from channel (notes unavailable): selling through Vinted. Last contacted 76 day(s) ago - timing supports a follow-up now.,selling through Vinted
L1009,Cedar Wardrobe,physical,Retro clothing shop,@cedarwardrobe,24909.0,,,https://cedarwardrobe.shop,info@cedarwardrobe.com,+447788208121,unknown,153 Market St,London,"Shoreditch, London",UK,51.52821,-0.07836,405,BDR,2026-05-22,2025-08-18,stopped buying,Stopped Buying,Churned,"Y2K, grunge and reworked one-off pieces | Instagram DMs open, email bounced.",L1009,1,Physical Store,High,False,False,Vintage Store,True,Category 'Retro clothing shop' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given the Y2K and grunge one-offs you carry, I understand if the timing wasn't right before. Since email hasn't been landing, DMs are probably the easier way to reach you. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?","Stage identified as Stopped Buying (Churned-Win-Back). Personalisation drawn from notes: your Y2K, grunge and reworked one-off pieces. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 55 day(s) ago - timing supports a follow-up now.","your Y2K, grunge and reworked one-off pieces"
L1008,Foundry & Sons,store,Vintage clothing store,@foundryandsons,6412.0,,,https://foundryandsons.co.uk,unknown,+447317810801,Noor Diallo,43 Broadway,London,"Shoreditch, London",UK,51.52366,-0.07887,5326,BDR,never,never,NEW,New Lead,Prospect,"Curated vintage womenswear, Levi's & band tees | Owner mentioned they already buy from a Pakistan supplier.",L1008,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage clothing store' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Cold,,"Hi Noor, I came across your shop and noticed your curated womenswear built around Levi's and band tees. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Not looking to replace that relationship - more to see if we're useful alongside it for specific gaps. Would it be useful to see what's currently available that fits what you stock?","Stage identified as New Lead (Cold). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. Notes flagged a specific objection/context, addressed directly rather than ignored. No prior contact on record - treated as first outreach.",your curated womenswear built around Levi's and band tees
L1044,Relic Vault,store,Vintage & retro fashion,@relicvault,7321.0,,,https://relicvault.co.uk,info@relicvault.com,+447510762268,unknown,59 Cheshire St,London,"Peckham, London",UK,51.47541,-0.06497,4040,Instagram,2026-03-25,never,In conversation,In Conversation,Engaged,"Retro football shirts & vintage sportswear | Price-sensitive, compares to local wholesalers.",L1044,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage & retro fashion' is a specific vintage/resale-clothing category - qualifies.,5,None,False,No Action,,,"Stage 'In Conversation' is on the do-not-message list - no message drafted, no assumptions made about prior conversation content.",
L1194,Attic Finds,store,Second-hand shop,@atticfinds,16392.0,,,unknown,info@atticfinds.com,+447901751863,unknown,110 Union St,Leeds,Leeds,UK,53.79957,-1.55345,1271,Referral,2026-05-27,never,1st touch sent,Contacted,Contacted,"Y2K, grunge and reworked one-off pieces | Met at a market, said to drop by the shop.","L1194, L1093",2,Physical Store,High,False,False,Second-Hand Store,True,Category 'Second-hand shop' is a specific vintage/resale-clothing category - qualifies.,4,Missing Website,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your Y2K, grunge and reworked one-off pieces. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Good to put a name to the shop after meeting at the market - still keen to swing by. Worth a quick chat to see where things stand?","Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your Y2K, grunge and reworked one-off pieces. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 50 day(s) ago - timing supports a follow-up now.","your Y2K, grunge and reworked one-off pieces"
L1191,sourcedvault98,unknown,unknown,@sourcedvault98,9204.0,140.0,0.38,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1712,Whatnot,2026-04-23,never,lost,Closed Lost,Lost,unknown,L1191,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Whatnot) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,False,No Action,,,"Stage 'Closed Lost' is on the do-not-message list - no message drafted, no assumptions made about prior conversation content.",
L1073,Nomad Denim,unknown,Thrift store,@nomaddenim,22033.0,,,unknown,info@nomaddenim.com,+447903311907,unknown,154 High St,Brighton,"North Laine, Brighton",UK,50.81987,-0.15094,300,BDR,never,never,NEW,New Lead,Prospect,"Hand-picked vintage from the 60s to the 90s | Met at a market, said to drop by the shop.",L1073,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Thrift store' is a specific vintage/resale-clothing category - qualifies.,4,Missing Website; Possible Duplicate - Unverified,True,Cold,,"Hi there, I came across your shop and noticed your hand-picked edit spanning the 60s through the 90s. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Good to put a name to the shop after meeting at the market - still keen to swing by. Would it be useful to see what's currently available that fits what you stock?","Stage identified as New Lead (Cold). Personalisation drawn from notes: your hand-picked edit spanning the 60s through the 90s. Notes flagged a specific objection/context, addressed directly rather than ignored. No prior contact on record - treated as first outreach.",your hand-picked edit spanning the 60s through the 90s
